business_id,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24
Huf9mldFHGNwJPcAAQJWRg,Health & Medical,Food,Nutritionists,Specialty Food,Health Markets,,,,,,,,,,,,,,,,,,,
sICkOTT629m-KC5bmGpXdw,Hair Salons,Beauty & Spas,,,,,,,,,,,,,,,,,,,,,,
vHt0CSynqesXox-9nBj7uA,Tex-Mex,Mexican,Restaurants,,,,,,,,,,,,,,,,,,,,,
5hEQ9-chD1kQlbQJ0gTj8w,Window Washing,Home Services,Pressure Washers,,,,,,,,,,,,,,,,,,,,,
gfRyf4JQlabVi23uEPNzJA,Health & Medical,Medical Centers,Cannabis Clinics,,,,,,,,,,,,,,,,,,,,,
yMhEnBRW1HaZ8UnofGwyUw,Hotels & Travel,Car Rental,,,,,,,,,,,,,,,,,,,,,,
9eKGcn95Jnp32EciDyWlIA,Damage Restoration,Contractors,Home Services,Financial Services,Insurance,,,,,,,,,,,,,,,,,,,
g_lmKozW74p7EAnqkHALmQ,Pet Stores,Pet Groomers,Pets,Pet Services,,,,,,,,,,,,,,,,,,,,
2I_qSTehoUFsDNjaqCVxlA,Bars,Karaoke,Dance Clubs,Nightlife,Event Planning & Services,Party & Event Planning,Filipino,Venues & Event Spaces,Restaurants,,,,,,,,,,,,,,,
EsFTANG1WonP14AdM_nojQ,Hair Salons,Beauty & Spas,,,,,,,,,,,,,,,,,,,,,,
_tdW1CRiHJKJf-nWn7j0eA,Home Services,Home Cleaning,Professional Services,Window Washing,Office Cleaning,Handyman,Carpet Cleaning,Local Services,,,,,,,,,,,,,,,,
slcFHhB1qCQzGHRtrDhvVw,Restaurants,American (Traditional),Pubs,Nightlife,Bars,,,,,,,,,,,,,,,,,,,
nRHL0zn94kD1lnR3l4GtBA,Shopping,Beauty & Spas,Makeup Artists,Permanent Makeup,Skin Care,Cosmetics & Beauty Supply,Eyelash Service,,,,,,,,,,,,,,,,,
eHnw_S24U3mNqzSCeplHkQ,Gardeners,Home Services,Landscape Architects,Landscaping,Home & Garden,Shopping,Tree Services,,,,,,,,,,,,,,,,,
z-OhppazxWfHnUCzFTKQhw,Shaved Ice,Food,Cafes,Restaurants,Coffee & Tea,Desserts,,,,,,,,,,,,,,,,,,
NLWOiFwHn2PlWrjC6UhJSg,Specialty Food,Nightlife,Candy Stores,Food,Bars,,,,,,,,,,,,,,,,,,,
jKmAswXvFVRHN4VP-88zOA,Event Planning & Services,Nightlife,Bars,Hotels & Travel,Hotels,Venues & Event Spaces,Cocktail Bars,,,,,,,,,,,,,,,,,
4ZZUy_puHjqkv5Z9OO9qKA,Performing Arts,Arts & Entertainment,,,,,,,,,,,,,,,,,,,,,,
mbLguBsFuy34zKlor2xcIg,Hotels,Day Spas,Event Planning & Services,Beauty & Spas,Hotels & Travel,,,,,,,,,,,,,,,,,,,
SkiV_RLC0wy1fqWM2rBTHg,Food,Shopping,Beer,Wine & Spirits,Tobacco Shops,,,,,,,,,,,,,,,,,,,
GFV1wppNFPm6jgAfnvhdHg,Watches,Shopping,Jewelry,Bridal,,,,,,,,,,,,,,,,,,,,
RYt_Kn6fGBeSOvIkPu5rVw,Eyelash Service,Hair Extensions,Makeup Artists,Beauty & Spas,Skin Care,Health & Medical,Hair Salons,Medical Spas,,,,,,,,,,,,,,,,
waYydA213E6kkvmSMeNoCA,Restaurants,Grocery,Food,Filipino,,,,,,,,,,,,,,,,,,,,
bAoQ9Zo-SsLUYOcvMxvZqA,Home Services,Painters,,,,,,,,,,,,,,,,,,,,,,
ZNR0dkujYDCLM3CqtI9w8Q,Barbeque,Restaurants,,,,,,,,,,,,,,,,,,,,,,
g62SlImzhs6_1t-knPjd8w,Cocktail Bars,Casinos,Russian,Steakhouses,Restaurants,Bars,American (New),Lounges,American (Traditional),Nightlife,Arts & Entertainment,,,,,,,,,,,,,
MCF4mHfGzVTS9hL2jPq_0g,Doctors,Health & Medical,Psychiatrists,,,,,,,,,,,,,,,,,,,,,
b9l9TaU1ujXxCOpiJlK-tg,Shopping,Children's Clothing,Fashion,,,,,,,,,,,,,,,,,,,,,
153QMny_1adtMtsf6MP95A,Food,Coffee & Tea,,,,,,,,,,,,,,,,,,,,,,
hSS6EeCCFIL8p2fKwc56gA,Automotive,Car Dealers,,,,,,,,,,,,,,,,,,,,,,
5MNWvmR5kKdWwtyBwyKmXQ,Shoe Repair,Local Services,,,,,,,,,,,,,,,,,,,,,,
X0qAF43gdcd5Deah3drNuQ,Karaoke,Nightlife,,,,,,,,,,,,,,,,,,,,,,
5JxlZaqCnk1MnbgRirs40Q,Mexican,Restaurants,,,,,,,,,,,,,,,,,,,,,,
4PmTIZC2eVqMTHoKnbwsyw,Beauty & Spas,Hair Salons,,,,,,,,,,,,,,,,,,,,,,
tNky09c0HBYiHxizht0gCQ,Restaurants,Mexican,,,,,,,,,,,,,,,,,,,,,,
hk3mC8gDnSEJ_OtmbILDBA,Beauty & Spas,Cosmetics & Beauty Supply,Hair Extensions,Men's Hair Salons,Barbers,Shopping,Hair Stylists,Hair Salons,,,,,,,,,,,,,,,,
urSuLlkYXXI5uwtKIxl9ew,Sandwiches,Coffee & Tea,Ice Cream & Frozen Yogurt,Food,Patisserie/Cake Shop,Cafes,Breakfast & Brunch,Restaurants,Bagels,,,,,,,,,,,,,,,
dSwai109YEX2sQwYaQCydA,Preschools,Child Care & Day Care,Local Services,Education,Elementary Schools,,,,,,,,,,,,,,,,,,,
ctDi8gEBYcGOGTnlWeiKKA,Desserts,Coffee & Tea,Food,Bakeries,,,,,,,,,,,,,,,,,,,,
EyrF5YU1sjWXsxTSosHqMQ,Restaurants,Salad,Sandwiches,Event Planning & Services,Desserts,Food,Breakfast & Brunch,Caterers,American (New),,,,,,,,,,,,,,,
mpic-6yBI1pavHRNxBbFwQ,Food,Food Delivery Services,,,,,,,,,,,,,,,,,,,,,,
pVZ3rt_SryzoSHi7hjo47Q,Home Services,Hardware Stores,Auto Parts & Supplies,Shopping,Automotive,Home & Garden,Building Supplies,Plumbing,,,,,,,,,,,,,,,,
6rjqU2x9A6BErUxh6THz6A,Delis,Italian,Restaurants,,,,,,,,,,,,,,,,,,,,,
Yiz2cRBakfVUOHsThLKyoQ,Steakhouses,Restaurants,,,,,,,,,,,,,,,,,,,,,,
r-5GI3z7k4Yg_dyHDrDK6A,Public Services & Government,Police Departments,,,,,,,,,,,,,,,,,,,,,,
gKibp_umj24h3ggID-Akkg,Beauty & Spas,Hair Salons,,,,,,,,,,,,,,,,,,,,,,
RClMZIUnldL3ndkVa9cBmQ,Barbers,Beauty & Spas,Nail Salons,,,,,,,,,,,,,,,,,,,,,
85KnjZ8AXc1YRv0qb1VTDA,Dentists,Health & Medical,,,,,,,,,,,,,,,,,,,,,,
AGSJRuSF_VF3rMYhgyyxSw,Venues & Event Spaces,Arts & Entertainment,Music Venues,Jazz & Blues,Nightlife,Event Planning & Services,,,,,,,,,,,,,,,,,,
ygaOvp0PLBYaYeN9cZAlGg,Restaurants,Barbeque,Vietnamese,Soup,,,,,,,,,,,,,,,,,,,,
i7__R4dmGUayzNB939Zm0A,Restaurants,Japanese,Sushi Bars,Ramen,,,,,,,,,,,,,,,,,,,,
-HZ2VmNnnrH1tp-yKyhdNA,Cosmetics & Beauty Supply,Beauty & Spas,Shopping,,,,,,,,,,,,,,,,,,,,,
AQ3M-0jn-A44yKUevvLIXA,Cabaret,Performing Arts,Arts & Entertainment,Adult Entertainment,Nightlife,,,,,,,,,,,,,,,,,,,
Fb7YdggcgsyCCzzsm0wKgw,Beauty & Spas,Hair Salons,,,,,,,,,,,,,,,,,,,,,,
QdXg79fKbFLEPePPnL02Fw,Organic Stores,Grocery,Specialty Food,Health Markets,Food,,,,,,,,,,,,,,,,,,,
cNGK5hUiin1GUCQWPU2hDw,Gutter Services,Furniture Stores,Roofing,Contractors,Home & Garden,Home Decor,Shopping,Masonry/Concrete,Home Services,,,,,,,,,,,,,,,
2gzGsVK2slWTW8r91YXtJQ,Cosmetics & Beauty Supply,Shopping,Beauty & Spas,Waxing,Skin Care,Day Spas,Hair Salons,Hair Removal,Massage,,,,,,,,,,,,,,,
RycZOiohghoI0Ssg2Qqgqw,Restaurants,Breakfast & Brunch,Bakeries,Food,,,,,,,,,,,,,,,,,,,,
8gFp8ybUSChA5gy53GHEbw,Party Characters,Party & Event Planning,Clowns,Arts & Entertainment,Performing Arts,Event Planning & Services,,,,,,,,,,,,,,,,,,
Q-HDnjHCywb65thAB-f0nw,Chinese,Restaurants,,,,,,,,,,,,,,,,,,,,,,
G1YobD0IC2h-XUtfVF0ldQ,Active Life,Fitness & Instruction,Pilates,,,,,,,,,,,,,,,,,,,,,
fjMXGgOr3aCxnN48kovZ_Q,Pets,Veterinarians,,,,,,,,,,,,,,,,,,,,,,
8dSIAoz_UphMGpZr_uMing,Italian,Sandwiches,Pizza,Restaurants,,,,,,,,,,,,,,,,,,,,
OuRkiY-izvy5QXvWEMaimQ,Child Care & Day Care,Education,Specialty Schools,Local Services,Educational Services,Preschools,Language Schools,,,,,,,,,,,,,,,,,
SbS0cnxFStrlidtwek6b6w,Chinese,Hot Pot,Taiwanese,Restaurants,,,,,,,,,,,,,,,,,,,,
4hu_-khyc-DlOIhTMZcN3w,Hair Removal,Waxing,Beauty & Spas,Eyelash Service,Day Spas,Shopping,Skin Care,Cosmetics & Beauty Supply,,,,,,,,,,,,,,,,
ZwUxF0UyHE2p32dQjFVseQ,Home Services,Glass & Mirrors,,,,,,,,,,,,,,,,,,,,,,
ytYtMuk0URV6tk9m0zhDoA,Restaurants,Pizza,,,,,,,,,,,,,,,,,,,,,,
enndBt7RIkcHr2oEkDAXlA,Event Planning & Services,Gift Shops,Shopping,Arts & Crafts,Cards & Stationery,Flowers & Gifts,,,,,,,,,,,,,,,,,,
QWrSZtFD8vRVeXZjInRZ9A,Restaurants,Pizza,,,,,,,,,,,,,,,,,,,,,,
DAw09k_jjWB4cxD2aOiXLQ,Shopping,Outlet Stores,,,,,,,,,,,,,,,,,,,,,,
dVhGY-mNwTWQzK01Zxuclw,Szechuan,Restaurants,Chinese,Noodles,,,,,,,,,,,,,,,,,,,,
pDpJs0lCr2WoyqSteOrexQ,Barbers,Beauty & Spas,Hair Salons,,,,,,,,,,,,,,,,,,,,,
1u_FbiGTSTCc1XvvoT2txw,Active Life,Fitness & Instruction,Trainers,Gyms,,,,,,,,,,,,,,,,,,,,
vP5HGZdVs5oi7K7n50mV-A,Health & Medical,Nutritionists,Active Life,Gyms,Fitness & Instruction,Gymnastics,Trainers,,,,,,,,,,,,,,,,,
GUaPe4gw5KhihfPPqhtSIA,Restaurants,American (Traditional),Bars,Nightlife,,,,,,,,,,,,,,,,,,,,
a1TjBnOVW1LXIxxORRvyzA,Internal Medicine,Health & Medical,Doctors,Family Practice,,,,,,,,,,,,,,,,,,,,
sZ3AWH6WPq38fEKijvl9vA,Restaurants,Pizza,,,,,,,,,,,,,,,,,,,,,,
7kXrUSjG67NitjRfRFn9cw,Fast Food,Restaurants,Burgers,,,,,,,,,,,,,,,,,,,,,
mZZpoSSg9-PteV7EV-Keqg,Mexican,Restaurants,Juice Bars & Smoothies,Ice Cream & Frozen Yogurt,Food,,,,,,,,,,,,,,,,,,,
rKYDQ8VhNO056xTflf5r1A,Car Wash,Automotive,Auto Detailing,,,,,,,,,,,,,,,,,,,,,
zHHNbjg7Glc_fomaBdXPbQ,Discount Store,Shopping,,,,,,,,,,,,,,,,,,,,,,
0tnZj3GkhKxPd9hT3HXt5A,Restaurants,Vegetarian,Food,Doctors,Drugstores,Diners,Bars,Nightlife,Shopping,Health & Medical,,,,,,,,,,,,,,
NIF9q-xwMzYkmFyE2BCJDQ,Dance Clubs,Nightlife,Arts & Entertainment,Music Venues,,,,,,,,,,,,,,,,,,,,
ztIaKXWOuWcRf7GJo9-fWQ,Event Planning & Services,Party & Event Planning,Active Life,Kids Activities,Playgrounds,,,,,,,,,,,,,,,,,,,
iuaFpqtQOMgX5y56lIUrxg,Restaurants,Caribbean,,,,,,,,,,,,,,,,,,,,,,
9DaEalD-cHXPX_mwZYfpAg,Religious Organizations,,,,,,,,,,,,,,,,,,,,,,,
w_Cw1-80276SAhHw2LJqFQ,Food,Sports Bars,Restaurants,Burgers,Bars,Chicken Wings,Grocery,Nightlife,Pubs,,,,,,,,,,,,,,,
15_YllaQ7n_DOFTq1v0-lQ,Japanese,Restaurants,Sushi Bars,Buffets,,,,,,,,,,,,,,,,,,,,
iHWC_tHYYZVAvDqlPvAP2Q,Coffee & Tea,Donuts,Food,,,,,,,,,,,,,,,,,,,,,
rofDCtMXAMsRnVRyHM-B-A,Estate Planning Law,Lawyers,Personal Injury Law,Professional Services,,,,,,,,,,,,,,,,,,,,
oGCVXt8ieGsgd3xReTm0RA,Swimming Lessons/Schools,Specialty Schools,Education,Swimming Pools,Fitness & Instruction,Active Life,,,,,,,,,,,,,,,,,,
q_CpNXiPQbd6Iq0bnldhng,Japanese,Restaurants,Hawaiian,,,,,,,,,,,,,,,,,,,,,
thfmHc66YZf8Cn0vf_R0dA,Painters,Home Services,,,,,,,,,,,,,,,,,,,,,,
7RSk3RZclZk_Lkkw4yjytw,Convenience Stores,Food,,,,,,,,,,,,,,,,,,,,,,
06MlxbtB4ZYeg_ri02RIAQ,Restaurants,Mexican,Fast Food,,,,,,,,,,,,,,,,,,,,,
pCSi-ix3ptfczzD-nzzKTg,Hotels & Travel,Historical Tours,Car Rental,Tours,,,,,,,,,,,,,,,,,,,,
kDZm3fZcLhotRwC50XE_qg,Mexican,Restaurants,,,,,,,,,,,,,,,,,,,,,,
biO36WmPGyweIPlWEE24qg,Shopping,Guns & Ammo,,,,,,,,,,,,,,,,,,,,,,
GOXDp404xxsmlIVOamn4rw,General Dentistry,Orthodontists,Dentists,Health & Medical,,,,,,,,,,,,,,,,,,,,
MQgNF-Ze0TtpPCVd_yY6_A,Grocery,Food,Bakeries,Convenience Stores,,,,,,,,,,,,,,,,,,,,
4hr1Iozrv_fRnPHFzPmTmg,Health & Medical,Doctors,,,,,,,,,,,,,,,,,,,,,,
EZfoMZgTXgHwJ1a0AyYD4Q,Beauty & Spas,Piercing,Tattoo,Day Spas,,,,,,,,,,,,,,,,,,,,
UPIYuRaZvknINOd1w8kqRQ,Japanese,Restaurants,Ramen,Noodles,,,,,,,,,,,,,,,,,,,,
WgvJcTe_RdlIfnvxEzn2Mg,Mexican,Restaurants,,,,,,,,,,,,,,,,,,,,,,
vfVy-2M2K5xSl0g2dpWBZA,Pawn Shops,Shopping,Watches,Used,Vintage & Consignment,Fashion,Jewelry,,,,,,,,,,,,,,,,,
1l3tYOeaZpR0UfOUnbKwQA,Eyelash Service,Beauty & Spas,Massage Therapy,Permanent Makeup,Health & Medical,,,,,,,,,,,,,,,,,,,
bnabEm5D1E2QsTn1EfRJVw,Party & Event Planning,Event Planning & Services,,,,,,,,,,,,,,,,,,,,,,
DJYAZ1ROzjmT9_fMKUvjkQ,Orthodontists,Dentists,Health & Medical,,,,,,,,,,,,,,,,,,,,,
Kyl7Iaubsz3vvfykxdcmjA,Cheesesteaks,American (New),Restaurants,Hot Dogs,American (Traditional),,,,,,,,,,,,,,,,,,,
TccyXk0SyeIYKKM8pDm-XA,Hotels,Hotels & Travel,Event Planning & Services,,,,,,,,,,,,,,,,,,,,,
2yWlqjhsztwlwokKr3gCOg,Elementary Schools,Middle Schools & High Schools,Preschools,Education,,,,,,,,,,,,,,,,,,,,
Hu2hfUs8TIitGqefVw2Eaw,Carpet Cleaning,Home Services,Local Services,Pressure Washers,Window Washing,,,,,,,,,,,,,,,,,,,
Nh2fgoaTl3TMP8OBoOOFEA,American (New),Restaurants,,,,,,,,,,,,,,,,,,,,,,
FYmIns97Fv5nlg6U6zX_Kw,Chiropractors,Health & Medical,,,,,,,,,,,,,,,,,,,,,,
rcn2JoLFQhMZeDHfOZiw2w,Greek,Restaurants,Hot Dogs,Sandwiches,,,,,,,,,,,,,,,,,,,,
SOdUBqnffVgJP-Wvxli58Q,Nightlife,Adult Entertainment,,,,,,,,,,,,,,,,,,,,,,
QQG83_dfpKGcliplXgTyxw,Beauty & Spas,Nail Salons,,,,,,,,,,,,,,,,,,,,,,
HIZ5619cs1L-EA4MAHlWnw,Active Life,Gun/Rifle Ranges,,,,,,,,,,,,,,,,,,,,,,
6hL5p4GvffZspZaU1vVnMg,Lounges,Bars,Nightlife,Jazz & Blues,Arts & Entertainment,,,,,,,,,,,,,,,,,,,
u2wqrS4WenKSsuFsrLBGAA,Restaurants,Nightlife,Bars,Cocktail Bars,,,,,,,,,,,,,,,,,,,,
0XoTT540HMB_5q4Exj8yGA,Hotels,Food,Beer,Wine & Spirits,Event Planning & Services,Hotels & Travel,,,,,,,,,,,,,,,,,,
cxFUcrfq1Fvh83tJyKhW8g,Home Services,Apartments,Real Estate,,,,,,,,,,,,,,,,,,,,,
eaNenRk_liZBERFFLCXqqQ,Restaurants,Barbeque,Korean,,,,,,,,,,,,,,,,,,,,,
NKAS5FgykXZPPra2N12loQ,Sports Medicine,Health & Medical,Doctors,,,,,,,,,,,,,,,,,,,,,
33Tr0eRki1Yamzleu4GMdw,Food,Specialty Food,Macarons,Restaurants,Bakeries,French,Breakfast & Brunch,,,,,,,,,,,,,,,,,
XeFw8cW2uIF7m0Hcc17JQA,Local Services,Dry Cleaning & Laundry,Laundry Services,,,,,,,,,,,,,,,,,,,,,
ZT_blIq9WYyvEu2u6MPXwQ,Hair Salons,Beauty & Spas,Hair Stylists,,,,,,,,,,,,,,,,,,,,,
upX8djxprGDFCLVNN6ps7g,Automotive,Body Shops,Auto Repair,Auto Customization,,,,,,,,,,,,,,,,,,,,
cSaw4UVU5JkP-U8qTCTAlw,Automotive,Transmission Repair,Auto Parts & Supplies,Auto Repair,,,,,,,,,,,,,,,,,,,,
bE9SVTYpjgnxM5QwKuCTaQ,Food,Health Markets,Shopping,Specialty Food,Beauty & Spas,Cosmetics & Beauty Supply,Vitamins & Supplements,,,,,,,,,,,,,,,,,
-Le6cwbZL4tDZwNHwipfKg,Middle Eastern,Mediterranean,Lebanese,Moroccan,Restaurants,,,,,,,,,,,,,,,,,,,
jwpqyinlEqdcK-sogDRGgA,Nightlife,,,,,,,,,,,,,,,,,,,,,,,
vSn1wPhPlWG7ZtBEMig-4A,Mass Media,Radio Stations,,,,,,,,,,,,,,,,,,,,,,
SZaL8OqqiQVaSeaqFnc5Cw,Mexican,Latin American,Restaurants,Salvadoran,Fast Food,,,,,,,,,,,,,,,,,,,
bPh7M1vos_V-g8_s-eHaNA,American (New),Nightlife,Burgers,Restaurants,Pubs,Sports Bars,Bars,,,,,,,,,,,,,,,,,
wqFkAsxYPA5tcdSkYMtrrw,Restaurants,Cafes,,,,,,,,,,,,,,,,,,,,,,
PJYITC9oEa4cvy16fbMdxQ,Dry Cleaning & Laundry,Local Services,Laundry Services,Laundromat,,,,,,,,,,,,,,,,,,,,
PbcenDpJrdTrHY4ILQ6A0Q,Home Services,Landscaping,,,,,,,,,,,,,,,,,,,,,,
rIRtKzV-kU9t3B2-rtfrYQ,Pet Stores,Pets,Local Fish Stores,,,,,,,,,,,,,,,,,,,,,
VkIzEMkmBub8rWa3-kpY6w,Apartments,Home Services,Real Estate,,,,,,,,,,,,,,,,,,,,,
45AMTDloGhFf2Xld0oZaxQ,Day Spas,Beauty & Spas,Massage,,,,,,,,,,,,,,,,,,,,,
zV5qyEK7hDEQZGcWB6jqCQ,Active Life,Gyms,Fitness & Instruction,,,,,,,,,,,,,,,,,,,,,
4Pzw-hvOESVUhQnZvXzjOg,Comedy Clubs,Performing Arts,Nightlife,Arts & Entertainment,,,,,,,,,,,,,,,,,,,,
zlpLjbwrKuNs8zROgB_qUQ,Bars,Nightlife,Dance Clubs,,,,,,,,,,,,,,,,,,,,,
1jmJ6wwlIsMozIx5_ld-3Q,Pet Boarding/Pet Sitting,Pet Training,Pets,Pet Stores,Pet Groomers,Pet Services,,,,,,,,,,,,,,,,,,
KaDO3aIp9pe2XePIHF2qow,Automotive,Car Wash,Gas Stations,,,,,,,,,,,,,,,,,,,,,
w-kAAKasRVMePzORGOJ8HA,Museums,Arts & Entertainment,,,,,,,,,,,,,,,,,,,,,,
mWfbt9IyLjZmnmUnsaVi0A,Piercing,Tattoo,Beauty & Spas,,,,,,,,,,,,,,,,,,,,,
mvx2VsltWpDKtbAVnqGdDA,Health & Medical,Medical Centers,Weight Loss Centers,Urgent Care,,,,,,,,,,,,,,,,,,,,
hL1r-Mh-UPOQJ7tbXCd9Yw,American (New),Restaurants,,,,,,,,,,,,,,,,,,,,,,
dVbZ0xbkwl8BWiqaDS0t-w,Bars,American (Traditional),Nightlife,Sports Bars,Restaurants,,,,,,,,,,,,,,,,,,,
h3URQVfW77vw_DcB5qI7qQ,Golf,Active Life,,,,,,,,,,,,,,,,,,,,,,
9iSuU2Cloe9gAHPWoQU4-A,Tires,Automotive,,,,,,,,,,,,,,,,,,,,,,
mTVOvOMGdYrGshaKjFIDFw,Automotive,Gas Stations,,,,,,,,,,,,,,,,,,,,,,
fjBFo2rXlmjjb-ZoMMhUIw,Cosmetics & Beauty Supply,Shopping,Beauty & Spas,,,,,,,,,,,,,,,,,,,,,
MuhpEo91OcdP4rvaS_AHUw,Guns & Ammo,Shopping,,,,,,,,,,,,,,,,,,,,,,
aZMUdPld420PxZA87w3U_A,Shopping,IT Services & Computer Repair,Professional Services,Web Design,Computers,Data Recovery,Local Services,,,,,,,,,,,,,,,,,
bhemclJQwPknQMUxuPxBGg,Lighting Fixtures & Equipment,Electricians,Home Services,,,,,,,,,,,,,,,,,,,,,
OtB2qHw9WLY7iwjDuAwxZQ,Mobile Phone Accessories,Fashion,Women's Clothing,Jewelry,Shopping,,,,,,,,,,,,,,,,,,,
8stbohr_7x07-c-tMV460g,Chiropractors,Health & Medical,Massage Therapy,,,,,,,,,,,,,,,,,,,,,
FUFrBIHOdFXTLzD3_JL1vQ,General Dentistry,Cosmetic Dentists,Health & Medical,Dentists,,,,,,,,,,,,,,,,,,,,
qxBCXCBHGRXre5bwdICuOA,Real Estate,Apartments,Home Services,,,,,,,,,,,,,,,,,,,,,
TUHSWoffOGce5E5jjvb95g,Jewelry,Financial Services,Check Cashing/Pay-day Loans,Shopping,,,,,,,,,,,,,,,,,,,,
LGnqNV4Q2QWdKvLc9Mh4kw,Automotive,Auto Repair,,,,,,,,,,,,,,,,,,,,,,
0i6GlR5YTCMlwthjqw6ZTQ,Beauty & Spas,Hair Salons,,,,,,,,,,,,,,,,,,,,,,
zb0od8N8j4G0Xc1TwEA31g,Event Planning & Services,Professional Services,Photographers,Session Photography,Talent Agencies,,,,,,,,,,,,,,,,,,,
LV7KCF_38E68tKb2CU3SzA,Home Services,Real Estate,Apartments,,,,,,,,,,,,,,,,,,,,,
V3H60YHP_WUBszKbJQXMtQ,Tobacco Shops,Vape Shops,Shopping,,,,,,,,,,,,,,,,,,,,,
r0nRqTBLg_xosOS6Hb8WIQ,Parking,Automotive,,,,,,,,,,,,,,,,,,,,,,
iF3V9eqIVAjX8sj96hJ_sw,Divorce & Family Law,Professional Services,Bankruptcy Law,Personal Injury Law,Lawyers,,,,,,,,,,,,,,,,,,,
v1VfJ3fMDbEhOP1-NJZbGQ,Education,Elementary Schools,,,,,,,,,,,,,,,,,,,,,,
rf9BQgqS9veGoaND42eeHw,Check Cashing/Pay-day Loans,Financial Services,,,,,,,,,,,,,,,,,,,,,,
1ui1iFBQO5kh5N84O_rBRw,Bookkeepers,Tax Services,Financial Services,Professional Services,,,,,,,,,,,,,,,,,,,,
gva_fx8xN_kHeDUagn_Xiw,Financial Services,Insurance,,,,,,,,,,,,,,,,,,,,,,
afx93_O92yvTVbqbMduzkw,Churches,Religious Organizations,,,,,,,,,,,,,,,,,,,,,,
CBeQ-p98TB02Q8C7xNRQzw,Hair Salons,Beauty & Spas,Hair Stylists,Hair Extensions,,,,,,,,,,,,,,,,,,,,
NY80DkkCfEl198JmwtO4pA,Casinos,Hotels,Arts & Entertainment,Event Planning & Services,Hotels & Travel,,,,,,,,,,,,,,,,,,,
2Mp53KxlGeZJkodTuqpVow,Do-It-Yourself Food,Restaurants,Pizza,Salad,Gluten-Free,Food,,,,,,,,,,,,,,,,,,
Y2dcF2OUISPkCFMFUWT55g,Shopping,Appliances,Appliances & Repair,Home & Garden,Local Services,,,,,,,,,,,,,,,,,,,
mQu7eyqk4GAsfcfTadlqMA,Nightlife,Bars,,,,,,,,,,,,,,,,,,,,,,
9SmXNv-BO0JTHhENQ10YZA,Accessories,Shopping,Sporting Goods,Sports Wear,Fashion,,,,,,,,,,,,,,,,,,,
9Lu1ozj7ijbO1ijGksVnjA,Accessories,Women's Clothing,Men's Clothing,Fashion,Shopping,,,,,,,,,,,,,,,,,,,
zK7sltLeRRioqYwgLiWUIA,Local Flavor,Food,Desserts,Burgers,Restaurants,,,,,,,,,,,,,,,,,,,
qE7fsNN6JR4QirojnMJVCQ,Nightlife,Arts & Entertainment,Festivals,Local Flavor,Music Venues,,,,,,,,,,,,,,,,,,,
MxzMn4UAU-Vt-x2lyEqcDw,Nightlife,Hookah Bars,Bars,Coffee & Tea,Food,,,,,,,,,,,,,,,,,,,
86IjhsgGwc3fUbq8Y_crWw,Pet Training,Pet Services,Pets,,,,,,,,,,,,,,,,,,,,,
Ffhe2cmRyloz3CCdRGvHtA,Event Planning & Services,Caterers,Food Delivery Services,Breakfast & Brunch,Food,Wraps,Restaurants,Sandwiches,,,,,,,,,,,,,,,,
2uAWZ6NVzUmQnvj4PK-gUA,Shopping,Home & Garden,Building Supplies,Home Services,Interior Design,,,,,,,,,,,,,,,,,,,
XqDeiaPSG0-fBbOXDilZNQ,Security Services,Security Systems,Professional Services,Home Services,,,,,,,,,,,,,,,,,,,,
1rULAY9Q_mfZIZtPhgqnmw,Coffee & Tea,Food,,,,,,,,,,,,,,,,,,,,,,
4aU5TN3Q5SQB7DLeXza7dg,Local Services,Sewing & Alterations,Formal Wear,Men's Clothing,Shopping,Fashion,,,,,,,,,,,,,,,,,,
Cr_p1GtnYIxippgWX9bWIg,Automotive,Auto Repair,,,,,,,,,,,,,,,,,,,,,,
OX5znBnZieT6hIJdSiTcvA,Hotels & Travel,Tours,Bus Tours,,,,,,,,,,,,,,,,,,,,,
xjlMlnxWqMd3FGODA_z1NA,Restaurants,Chinese,,,,,,,,,,,,,,,,,,,,,,
MZQl_we6XqRqxbnv3FpEpQ,Arts & Entertainment,Performing Arts,,,,,,,,,,,,,,,,,,,,,,
XmdKn-FoTGJhRGLDiuFflA,Beauty & Spas,Day Spas,Skin Care,,,,,,,,,,,,,,,,,,,,,
UdTgTjN0bo9JNPNkECuMrA,Desserts,Food,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Custom Cakes,,,,,,,,,,,,,,,,,,,
V-vhA--RkJxQ71K8tuGnkg,Financial Services,Insurance,Health Insurance Offices,Health & Medical,,,,,,,,,,,,,,,,,,,,
DAeh-1-PekUQcuw0-Ggkjg,Health & Medical,Massage,Massage Therapy,Nutritionists,Beauty & Spas,,,,,,,,,,,,,,,,,,,
M85y1RfSCyWZkWR-18YU1Q,Fast Food,Sandwiches,Restaurants,,,,,,,,,,,,,,,,,,,,,
1YL3KWalWH3Jymp7wN0piw,Hotels & Travel,Limos,Transportation,,,,,,,,,,,,,,,,,,,,,
AWvzUvs8h3z6pqb_3y9L5g,Mortgage Brokers,Financial Services,Home Services,Banks & Credit Unions,Real Estate,,,,,,,,,,,,,,,,,,,
VZZJayvsVd_IVul5DZ2LsA,Fashion,Accessories,Plus Size Fashion,Women's Clothing,Shopping,,,,,,,,,,,,,,,,,,,
